"Day","Items","Note","Amount"
"49","Retail","Revenue - Retail Sales San Francisco - Mouthwash","697"
"49","Retail","Revenue - Retail Sales San Francisco - Body Wash","738"
"49","Retail","Revenue - Retail Sales San Francisco - Shampoo","1302"
"49","Rental Expense","Cash Payment - RentalNew York","(2680)"
"49","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(810)"
"49","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"49","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"49","Rental Expense","Cash Payment - RentalChicago","(1480)"
"49","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"48","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"48","Wholesales (B2B)","Revenue - B2B SO ID: 7139","164697"
"48","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"48","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"48","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"48","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"48","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"48","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"48","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"48","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"48","Salary Expense","Cash Payment - Salary Expense","(21419)"
"48","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7910","(200)"
"48","Sales E Commerce","Revenue - E-Commerce Sales","9719"
"48","Retail","Revenue - Retail Sales New York - Mouthwash","7812"
"48","Retail","Revenue - Retail Sales New York - Body Wash","7790"
"48","Retail","Revenue - Retail Sales New York - Shampoo","20748"
"48","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","882"
"48","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1092"
"48","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1596"
"48","Retail","Revenue - Retail Sales Chicago - Mouthwash","3440"
"48","Retail","Revenue - Retail Sales Chicago - Shampoo","4859"
"48","Retail","Revenue - Retail Sales San Francisco - Mouthwash","861"
"48","Retail","Revenue - Retail Sales San Francisco - Body Wash","902"
"48","Retail","Revenue - Retail Sales San Francisco - Shampoo","1176"
"48","Rental Expense","Cash Payment - RentalNew York","(2680)"
"48","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(834)"
"48","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"48","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"48","Rental Expense","Cash Payment - RentalChicago","(1480)"
"48","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"47","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"47","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"47","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"47","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"47","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"47","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"47","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"47","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"47","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"47","Salary Expense","Cash Payment - Salary Expense","(21033)"
"47","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7707","(200)"
"47","Sales E Commerce","Revenue - E-Commerce Sales","7753"
"47","Retail","Revenue - Retail Sales New York - Mouthwash","12138"
"47","Retail","Revenue - Retail Sales New York - Body Wash","13817"
"47","Retail","Revenue - Retail Sales New York - Shampoo","32760"
"47","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1386"
"47","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1638"
"47","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","2100"
"47","Retail","Revenue - Retail Sales Chicago - Mouthwash","5560"
"47","Retail","Revenue - Retail Sales Chicago - Shampoo","7353"
"47","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1107"
"47","Retail","Revenue - Retail Sales San Francisco - Body Wash","1394"
"47","Retail","Revenue - Retail Sales San Francisco - Shampoo","2100"
"47","Rental Expense","Cash Payment - RentalNew York","(2680)"
"47","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(939)"
"47","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"47","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"47","Rental Expense","Cash Payment - RentalChicago","(1480)"
"47","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"46","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"46","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"46","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"46","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"46","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"46","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"46","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"46","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"46","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"46","Salary Expense","Cash Payment - Salary Expense","(20647)"
"46","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7335","(300)"
"46","Sales E Commerce","Revenue - E-Commerce Sales","13853"
"46","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7528","(200)"
"46","Sales E Commerce","Revenue - E-Commerce Sales","9064"
"46","Retail","Revenue - Retail Sales New York - Mouthwash","14960"
"46","Retail","Revenue - Retail Sales New York - Body Wash","14665"
"46","Retail","Revenue - Retail Sales New York - Shampoo","35460"
"46","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1564"
"46","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1890"
"46","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","2268"
"46","Retail","Revenue - Retail Sales Chicago - Mouthwash","3808"
"46","Retail","Revenue - Retail Sales Chicago - Shampoo","4932"
"46","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1794"
"46","Retail","Revenue - Retail Sales San Francisco - Body Wash","1914"
"46","Retail","Revenue - Retail Sales San Francisco - Shampoo","2790"
"46","Services","Revenue - Service Sales Order ID: 6571","353400"
"46","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(296)"
"46","Rental Expense","Cash Payment - RentalNew York","(2680)"
"46","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(942)"
"46","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"46","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"46","Rental Expense","Cash Payment - RentalChicago","(1480)"
"46","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"45","Wholesales (B2B)","Revenue - B2B SO ID: 7108","585480"
"45","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"45","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"45","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"45","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"45","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"45","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"45","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"45","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"45","Salary Expense","Cash Payment - Salary Expense","(20297)"
"45","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7298","(200)"
"45","Sales E Commerce","Revenue - E-Commerce Sales","12419"
"45","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7317","(500)"
"45","Sales E Commerce","Revenue - E-Commerce Sales","25567"
"45","Retail","Revenue - Retail Sales New York - Mouthwash","15096"
"45","Retail","Revenue - Retail Sales New York - Body Wash","15120"
"45","Retail","Revenue - Retail Sales New York - Shampoo","34416"
"45","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1258"
"45","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1365"
"45","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1692"
"45","Retail","Revenue - Retail Sales Chicago - Mouthwash","3712"
"45","Retail","Revenue - Retail Sales Chicago - Shampoo","5148"
"45","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1820"
"45","Retail","Revenue - Retail Sales San Francisco - Body Wash","1943"
"45","Retail","Revenue - Retail Sales San Francisco - Shampoo","2759"
"45","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(666)"
"45","Rental Expense","Cash Payment - RentalNew York","(2680)"
"45","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(957)"
"45","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"45","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"45","Rental Expense","Cash Payment - RentalChicago","(1480)"
"45","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"44","Human Resource Expense","Counselled","(2000)"
"44","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(200)"
"44","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(200)"
"44","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"44","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"44","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"44","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"44","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"44","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"44","Salary Expense","Cash Payment - Salary Expense","(20647)"
"44","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7121","(400)"
"44","Sales E Commerce","Revenue - E-Commerce Sales","17820"
"44","Retail","Revenue - Retail Sales New York - Mouthwash","15198"
"44","Retail","Revenue - Retail Sales New York - Body Wash","15820"
"44","Retail","Revenue - Retail Sales New York - Shampoo","34056"
"44","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1190"
"44","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1330"
"44","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1620"
"44","Retail","Revenue - Retail Sales Chicago - Mouthwash","3776"
"44","Retail","Revenue - Retail Sales Chicago - Shampoo","4896"
"44","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3172"
"44","Retail","Revenue - Retail Sales San Francisco - Body Wash","3625"
"44","Retail","Revenue - Retail Sales San Francisco - Shampoo","4836"
"44","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(1110)"
"44","Rental Expense","Cash Payment - RentalNew York","(2680)"
"44","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(1314)"
"44","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"44","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"44","Rental Expense","Cash Payment - RentalChicago","(1480)"
"44","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"43","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6755","(180000)"
"43","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6755","(224400)"
"43","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6755","(250800)"
"43","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(200)"
"43","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(200)"
"43","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"43","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"43","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"43","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"43","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"43","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"43","Salary Expense","Cash Payment - Salary Expense","(20647)"
"43","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6758","(200)"
"43","Sales E Commerce","Revenue - E-Commerce Sales","8640"
"43","Retail","Revenue - Retail Sales New York - Mouthwash","13872"
"43","Retail","Revenue - Retail Sales New York - Body Wash","14910"
"43","Retail","Revenue - Retail Sales New York - Shampoo","36144"
"43","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1258"
"43","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1365"
"43","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1656"
"43","Retail","Revenue - Retail Sales Chicago - Mouthwash","3552"
"43","Retail","Revenue - Retail Sales Chicago - Shampoo","4680"
"43","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3198"
"43","Retail","Revenue - Retail Sales San Francisco - Body Wash","3480"
"43","Retail","Revenue - Retail Sales San Francisco - Shampoo","5053"
"43","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(1554)"
"43","Rental Expense","Cash Payment - RentalNew York","(2680)"
"43","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(1320)"
"43","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"43","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"43","Rental Expense","Cash Payment - RentalChicago","(1480)"
"43","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"42","Wholesales (B2B)","Revenue - B2B SO ID: 5461","2408320"
"42","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 5461","(12000)"
"42","Wholesales (B2B)","Revenue - B2B SO ID: 5846","654060"
"42","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6925","(1017600)"
"42","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6925","(761600)"
"42","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6925","(1216000)"
"42","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(200)"
"42","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(200)"
"42","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"42","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"42","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"42","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"42","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"42","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"42","Salary Expense","Cash Payment - Salary Expense","(20647)"
"42","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6578","(200)"
"42","Sales E Commerce","Revenue - E-Commerce Sales","9990"
"42","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6736","(400)"
"42","Sales E Commerce","Revenue - E-Commerce Sales","22401"
"42","Retail","Revenue - Retail Sales New York - Mouthwash","13736"
"42","Retail","Revenue - Retail Sales New York - Body Wash","15820"
"42","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1122"
"42","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1330"
"42","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1620"
"42","Retail","Revenue - Retail Sales Chicago - Mouthwash","3552"
"42","Retail","Revenue - Retail Sales Chicago - Shampoo","5148"
"42","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3276"
"42","Retail","Revenue - Retail Sales San Francisco - Body Wash","3683"
"42","Retail","Revenue - Retail Sales San Francisco - Shampoo","4805"
"42","Rental Expense","Cash Payment - RentalNew York","(2680)"
"42","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(1323)"
"42","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"42","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"42","Rental Expense","Cash Payment - RentalChicago","(1480)"
"42","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"41","Wholesales (B2B)","Revenue - B2B SO ID: 5632","571800"
"41","Wholesales (B2B)","Revenue - B2B SO ID: 5646","711310"
"41","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(200)"
"41","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(200)"
"41","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"41","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"41","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"41","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"41","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"41","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"41","Salary Expense","Cash Payment - Salary Expense","(21072)"
"41","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6522","(200)"
"41","Sales E Commerce","Revenue - E-Commerce Sales","11880"
"41","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6551","(200)"
"41","Sales E Commerce","Revenue - E-Commerce Sales","8068"
"41","Retail","Revenue - Retail Sales New York - Mouthwash","15436"
"41","Retail","Revenue - Retail Sales New York - Body Wash","15085"
"41","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1156"
"41","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1330"
"41","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1584"
"41","Retail","Revenue - Retail Sales Chicago - Mouthwash","3872"
"41","Retail","Revenue - Retail Sales Chicago - Shampoo","5004"
"41","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3146"
"41","Retail","Revenue - Retail Sales San Francisco - Body Wash","3509"
"41","Retail","Revenue - Retail Sales San Francisco - Shampoo","4836"
"41","Rental Expense","Cash Payment - RentalNew York","(2680)"
"41","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(624)"
"41","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"41","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(142)"
"41","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"41","Rental Expense","Cash Payment - RentalChicago","(1480)"
"41","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"40","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6366","(1120640)"
"40","Wholesales (B2B)","Revenue - B2B SO ID: 5476","656980"
"40","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(200)"
"40","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(200)"
"40","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"40","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"40","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"40","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"40","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"40","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"40","Salary Expense","Cash Payment - Salary Expense","(21072)"
"40","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6288","(200)"
"40","Sales E Commerce","Revenue - E-Commerce Sales","7862"
"40","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6378","(200)"
"40","Sales E Commerce","Revenue - E-Commerce Sales","9623"
"40","Retail","Revenue - Retail Sales New York - Mouthwash","15062"
"40","Retail","Revenue - Retail Sales New York - Body Wash","16660"
"40","Retail","Revenue - Retail Sales New York - Shampoo","10440"
"40","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1088"
"40","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1295"
"40","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1512"
"40","Retail","Revenue - Retail Sales Chicago - Mouthwash","3808"
"40","Retail","Revenue - Retail Sales Chicago - Shampoo","4968"
"40","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3354"
"40","Retail","Revenue - Retail Sales San Francisco - Body Wash","3596"
"40","Retail","Revenue - Retail Sales San Francisco - Shampoo","5084"
"40","Rental Expense","Cash Payment - RentalNew York","(2680)"
"40","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(1344)"
"40","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"40","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(142)"
"40","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"40","Rental Expense","Cash Payment - RentalChicago","(1480)"
"40","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"39","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"39","Wholesales (B2B)","Revenue - B2B SO ID: 5295","365840"
"39","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6371","(135600)"
"39","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6371","(140080)"
"39","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6371","(234840)"
"39","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(200)"
"39","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(200)"
"39","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"39","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"39","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"39","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"39","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"39","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"39","Salary Expense","Cash Payment - Salary Expense","(20232)"
"39","Retail","Revenue - Retail Sales New York - Mouthwash","92854"
"39","Retail","Revenue - Retail Sales New York - Body Wash","100380"
"39","Retail","Revenue - Retail Sales New York - Shampoo","210708"
"39","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","6528"
"39","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","7525"
"39","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","9216"
"39","Retail","Revenue - Retail Sales Chicago - Mouthwash","23232"
"39","Retail","Revenue - Retail Sales Chicago - Shampoo","30060"
"39","Retail","Revenue - Retail Sales San Francisco - Mouthwash","18876"
"39","Retail","Revenue - Retail Sales San Francisco - Body Wash","21141"
"39","Retail","Revenue - Retail Sales San Francisco - Shampoo","30194"
"39","Rental Expense","Cash Payment - RentalNew York","(2680)"
"39","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(858)"
"39","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"39","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(142)"
"39","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"39","Rental Expense","Cash Payment - RentalChicago","(1480)"
"39","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"38","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6029","(134400)"
"38","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6029","(138720)"
"38","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6029","(255360)"
"38","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(200)"
"38","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(200)"
"38","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"38","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"38","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"38","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"38","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"38","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"38","Salary Expense","Cash Payment - Salary Expense","(19846)"
"38","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6008","(200)"
"38","Sales E Commerce","Revenue - E-Commerce Sales","10987"
"38","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6033","(200)"
"38","Sales E Commerce","Revenue - E-Commerce Sales","11376"
"38","Retail","Revenue - Retail Sales New York - Mouthwash","92242"
"38","Retail","Revenue - Retail Sales New York - Body Wash","92680"
"38","Retail","Revenue - Retail Sales New York - Shampoo","210852"
"38","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","6868"
"38","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","7525"
"38","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","8604"
"38","Retail","Revenue - Retail Sales Chicago - Mouthwash","21440"
"38","Retail","Revenue - Retail Sales Chicago - Shampoo","31572"
"38","Rental Expense","Cash Payment - RentalNew York","(2680)"
"38","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(1023)"
"38","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"38","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(355)"
"38","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"38","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(39)"
"38","Rental Expense","Cash Payment - RentalChicago","(1480)"
"38","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"37","Wholesales (B2B)","Revenue - B2B SO ID: 5107","312741"
"37","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(200)"
"37","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(200)"
"37","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"37","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"37","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"37","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"37","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"37","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"37","Salary Expense","Cash Payment - Salary Expense","(19846)"
"37","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5819","(300)"
"37","Sales E Commerce","Revenue - E-Commerce Sales","16194"
"37","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5847","(100)"
"37","Sales E Commerce","Revenue - E-Commerce Sales","4956"
"37","Retail","Revenue - Retail Sales New York - Mouthwash","17748"
"37","Retail","Revenue - Retail Sales New York - Shampoo","136332"
"37","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","6256"
"37","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","7210"
"37","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","8388"
"37","Retail","Revenue - Retail Sales Chicago - Mouthwash","23968"
"37","Retail","Revenue - Retail Sales Chicago - Shampoo","31860"
"37","Rental Expense","Cash Payment - RentalNew York","(2680)"
"37","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(1032)"
"37","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"37","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(497)"
"37","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
